Better,Worse,
D002,G003,
F001,E003,
F005,F004,
G005,D004,
C002,B005,
B005,D004,
G004,G001,
C004,E003,
C003,G004,
C002,D001,
C002,G001,
C002,C005,
F005,B001,
F001,E004,
B003,G001,
F003,G001,
C001,F001,
D005,D003,
E003,G001,
E002,G001,
C005,D001,
G002,G003,
F004,C005,
F004,G005,
C002,D002,
C003,F004,
D005,B003,
F003,D003,
B003,G003,
G004,B005,
F005,D002,
D002,B004,
G005,D003,
C001,C005,
E001,D003,
G004,D004,
F005,G003,
F004,G004,
E004,B005,
F003,E005,
G002,B001,
G001,B004,
F002,B002,
C003,D005,
G004,D002,
G005,E005,
C003,B005,
F003,D002,
G005,G004,
F002,D002,
E002,C005,
E005,G001,
B003,B004,
C001,D001,
C003,C002,
G005,D001,
C002,B004,
E004,B004,
D002,B001,
E005,D005,
G004,C005,
F004,D003,
F005,G004,
E004,D005,
C004,C005,
F002,D004,
F001,G004,
C002,D005,
C004,B005,
E004,D002,
G005,D002,
F002,G003,
F002,G001,
E004,G002,
E004,B002,
G005,B005,
G004,B002,
F003,B001,
B002,G001,
F005,F001,
C001,B001,
C004,E005,
B002,B001,
B004,D004,
E005,B001,
E004,C005,
G004,B004,
B003,B005,
F001,E005,
G005,B003,
E004,D001,
G004,E005,
E001,B001,
D005,B005,
C001,B002,
E003,G003,
E002,E005,
C005,B005,
F004,B001,
D002,B005,
F003,C001,
E002,D004,
F002,C005,
E005,B002,
F001,C002,
D001,G001,
E004,D003,
E005,B005,
C004,C002,
G004,G003,
B002,B003,
F003,E001,
G002,B003,
G005,G003,
C002,B002,
F004,D002,
C005,G001,
C003,D001,
F003,D001,
C004,G005,
D003,B004,
F004,D004,
B003,B001,
D002,D004,
C002,D004,
C003,E005,
G002,G001,
C005,G003,
F005,E002,
E002,B001,
B002,D003,
F005,F002,
F004,B005,
F005,G005,
C002,E001,
D001,D004,
D003,D004,
E003,B005,
F003,B003,
F005,C005,
D001,B001,
F001,G005,
C003,D004,
C003,G002,
E002,B004,
G002,B005,
C004,D002,
C003,E001,
C001,G002,
B001,B005,
F003,F001,
D003,G003,
F004,B002,
F005,E003,
C004,F004,
G004,E003,
F003,B004,
C003,D002,
E003,C005,
E002,D005,
C005,D003,
F003,F002,
F002,G002,
E001,D004,
C004,E001,
F003,E003,
D005,D001,
C001,D005,
E003,D001,
B003,D004,
F003,D004,
E004,B003,
G004,G002,
F003,G003,
F003,C002,
D005,B001,
D005,D004,
D001,B005,
E003,D005,
C001,B004,
F005,B003,
C003,B001,
F002,E004,
F004,E003,
F001,D004,
C001,B003,
C004,G003,
D002,D001,
F005,E004,
G003,B004,
C005,D005,
C002,E004,
G003,D004,
C004,D004,
G005,B004,
C001,E005,
C002,G002,
E004,G001,
D003,B005,
G004,E002,
G005,C002,
D002,E001,
G002,B002,
B005,B004,
D002,D003,
E002,G002,
G001,B005,
F004,D001,
E001,B005,
C003,C005,
F005,B005,
C001,G003,
F002,C002,
F003,G004,
E005,G003,
C003,D003,
F001,C005,
D003,B001,
E003,E001,
F001,E001,
E002,B003,
C004,B003,
E001,B004,
F003,E002,
G002,D005,
F004,G002,
C001,D004,
F003,D005,
C004,F002,
E003,D004,
F003,F004,
E002,D002,
C003,E002,
E002,E001,
F002,B005,
F001,G003,
F004,E001,
D005,B004,
F005,C003,
G002,D004,
F003,C005,
D002,B003,
E003,B002,
E002,D001,
C002,D003,
F002,D003,
G005,E003,
C004,B001,
C003,F001,
B001,B004,
E005,B004,
F001,D001,
C004,E004,
B002,B004,
F005,D003,
C005,B004,
E004,B001,
G002,B004,
E001,G003,
E004,G003,
F001,G002,
D005,G003,
G004,D005,
C001,G001,
G002,E001,
C001,G005,
F001,B003,
F004,G003,
B002,D005,
G005,C005,
C002,E005,
E004,E001,
E002,D003,
C004,D001,
C005,B003,
E003,D002,
D002,G001,
F001,E002,
C001,E003,
F002,B004,
F002,D001,
B002,B005,
G003,B005,
F004,E004,
G004,E001,
F005,E005,
F003,B002,
E001,D005,
F001,B004,
B002,D001,
C002,B001,
E002,B005,
C005,D004,
F002,B001,
F005,D005,
B002,D004,
C003,G005,
B001,D004,
C002,B003,
F004,G001,
F001,B002,
C004,F003,
D002,D005,
F004,E005,
F005,D001,
F002,D005,
G004,B003,
F004,E002,
C004,G004,
C001,C002,
G001,D004,
E005,D002,
G004,C002,
C005,B001,
C001,F004,
G005,B002,
G002,C005,
G005,G001,
F002,B003,
F003,E004,
F003,C003,
G004,D001,
C001,E004,
C001,D002,
F001,D002,
F005,D004,
E002,E003,
E001,D001,
D003,G001,
C004,C001,
F004,B003,
G005,D005,
C004,C003,
C003,G001,
C004,B002,
F004,D005,
C003,B002,
F004,C002,
G005,E002,
F002,E003,
G005,B001,
F002,F001,
F004,B004,
C001,B005,
G002,D001,
F005,C002,
F002,E001,
F003,G002,
C002,G003,
E003,D003,
F005,G002,
F003,G005,
D002,B002,
E005,D004,
F001,D005,
E002,E004,
C003,B004,
C004,D005,
E005,B003,
E003,B001,
C004,F001,
C001,G004,
F001,D003,
D002,C005,
F001,G001,
F002,E002,
E002,B002,
C001,D003,
D005,G001,
C002,E003,
G005,E001,
F005,E001,
C003,B003,
F001,B005,
E004,D004,
D001,B004,
G005,E004,
E005,E001,
F005,B002,
F002,F004,
C003,E004,
C004,F005,
G004,E004,
E001,B003,
E003,B004,
G002,D003,
F003,B005,
D001,G003,
C004,B004,
F005,B004,
C003,E003,
E005,D001,
E003,B003,
F005,C001,
E003,G002,
F002,E005,
F001,B001,
B002,G003,
C001,E002,
C004,G001,
C003,G003,
E005,C005,
F002,G005,
F002,G004,
E001,G001,
G005,G002,
C004,E002,
E002,G003,
C004,G002,
G004,D003,
E005,D003,
F005,G001,
G004,B001,
C001,E001,
C004,D003,
E005,G002,
